,condition,sampleID,targetID,status
827,ConditionA,known25,m27,absent
828,ConditionA,known25,m28,absent
829,ConditionA,known25,m29,absent
830,ConditionA,known25,m30,absent
831,ConditionA,known25,m31,absent
832,ConditionA,known26,m0,absent
833,ConditionA,known26,m1,absent
834,ConditionA,known26,m2,present
835,ConditionA,known26,m3,absent
836,ConditionA,known26,m4,absent
837,ConditionA,known26,m5,absent
838,ConditionA,known26,m6,absent
839,ConditionA,known26,m7,absent
840,ConditionA,known26,m8,absent
841,ConditionA,known26,m9,absent
842,ConditionA,known26,m10,present
843,ConditionA,known26,m11,absent
844,ConditionA,known26,m12,absent
845,ConditionA,known26,m13,absent
846,ConditionA,known26,m14,absent
847,ConditionA,known26,m15,absent
848,ConditionA,known26,m16,absent
849,ConditionA,known26,m17,absent
850,ConditionA,known26,m18,present
851,ConditionA,known26,m19,absent
852,ConditionA,known26,m20,absent
853,ConditionA,known26,m21,absent
854,ConditionA,known26,m22,absent
855,ConditionA,known26,m23,absent
856,ConditionA,known26,m24,absent
857,ConditionA,known26,m25,absent
858,ConditionA,known26,m26,present
859,ConditionA,known26,m27,absent
860,ConditionA,known26,m28,absent
861,ConditionA,known26,m29,absent
862,ConditionA,known26,m30,absent
863,ConditionA,known26,m31,absent
864,ConditionA,known27,m0,absent
865,ConditionA,known27,m1,absent
866,ConditionA,known27,m2,absent
867,ConditionA,known27,m3,present
868,ConditionA,known27,m4,absent
869,ConditionA,known27,m5,absent
870,ConditionA,known27,m6,absent
871,ConditionA,known27,m7,absent
872,ConditionA,known27,m8,absent
873,ConditionA,known27,m9,absent
874,ConditionA,known27,m10,absent
875,ConditionA,known27,m11,present
876,ConditionA,known27,m12,absent
877,ConditionA,known27,m13,absent
878,ConditionA,known27,m14,absent
879,ConditionA,known27,m15,absent
880,ConditionA,known27,m16,absent
881,ConditionA,known27,m17,absent
882,ConditionA,known27,m18,absent
883,ConditionA,known27,m19,present
884,ConditionA,known27,m20,absent
885,ConditionA,known27,m21,absent
886,ConditionA,known27,m22,absent
887,ConditionA,known27,m23,absent
888,ConditionA,known27,m24,absent
889,ConditionA,known27,m25,absent
890,ConditionA,known27,m26,absent
891,ConditionA,known27,m27,present
892,ConditionA,known27,m28,absent
893,ConditionA,known27,m29,absent
894,ConditionA,known27,m30,absent
895,ConditionA,known27,m31,absent
896,ConditionA,known28,m0,absent
897,ConditionA,known28,m1,absent
898,ConditionA,known28,m2,absent
899,ConditionA,known28,m3,absent
900,ConditionA,known28,m4,present
901,ConditionA,known28,m5,absent
902,ConditionA,known28,m6,absent
903,ConditionA,known28,m7,absent
904,ConditionA,known28,m8,absent
905,ConditionA,known28,m9,absent
906,ConditionA,known28,m10,absent
907,ConditionA,known28,m11,absent
908,ConditionA,known28,m12,present
909,ConditionA,known28,m13,absent
910,ConditionA,known28,m14,absent
911,ConditionA,known28,m15,absent
912,ConditionA,known28,m16,absent
913,ConditionA,known28,m17,absent
914,ConditionA,known28,m18,absent
915,ConditionA,known28,m19,absent
916,ConditionA,known28,m20,present
917,ConditionA,known28,m21,absent
918,ConditionA,known28,m22,absent
919,ConditionA,known28,m23,absent
920,ConditionA,known28,m24,absent
921,ConditionA,known28,m25,absent
922,ConditionA,known28,m26,absent
923,ConditionA,known28,m27,absent
924,ConditionA,known28,m28,present
925,ConditionA,known28,m29,absent
926,ConditionA,known28,m30,absent
927,ConditionA,known28,m31,absent
928,ConditionA,known29,m0,absent
929,ConditionA,known29,m1,absent
930,ConditionA,known29,m2,absent
931,ConditionA,known29,m3,absent
932,ConditionA,known29,m4,absent
933,ConditionA,known29,m5,present
934,ConditionA,known29,m6,absent
935,ConditionA,known29,m7,absent
936,ConditionA,known29,m8,absent
937,ConditionA,known29,m9,absent
938,ConditionA,known29,m10,absent
939,ConditionA,known29,m11,absent
940,ConditionA,known29,m12,absent
941,ConditionA,known29,m13,present
942,ConditionA,known29,m14,absent
943,ConditionA,known29,m15,absent
944,ConditionA,known29,m16,absent
945,ConditionA,known29,m17,absent
946,ConditionA,known29,m18,absent
947,ConditionA,known29,m19,absent
948,ConditionA,known29,m20,absent
949,ConditionA,known29,m21,present
950,ConditionA,known29,m22,absent
951,ConditionA,known29,m23,absent
952,ConditionA,known29,m24,absent
953,ConditionA,known29,m25,absent
954,ConditionA,known29,m26,absent
955,ConditionA,known29,m27,absent
956,ConditionA,known29,m28,absent
957,ConditionA,known29,m29,present
958,ConditionA,known29,m30,absent
959,ConditionA,known29,m31,absent
960,ConditionA,known30,m0,absent
961,ConditionA,known30,m1,absent
962,ConditionA,known30,m2,absent
963,ConditionA,known30,m3,absent
964,ConditionA,known30,m4,absent
965,ConditionA,known30,m5,absent
966,ConditionA,known30,m6,present
967,ConditionA,known30,m7,absent
968,ConditionA,known30,m8,absent
969,ConditionA,known30,m9,absent
970,ConditionA,known30,m10,absent
971,ConditionA,known30,m11,absent
972,ConditionA,known30,m12,absent
973,ConditionA,known30,m13,absent
974,ConditionA,known30,m14,present
975,ConditionA,known30,m15,absent
976,ConditionA,known30,m16,absent
977,ConditionA,known30,m17,absent
978,ConditionA,known30,m18,absent
979,ConditionA,known30,m19,absent
980,ConditionA,known30,m20,absent
981,ConditionA,known30,m21,absent
982,ConditionA,known30,m22,present
983,ConditionA,known30,m23,absent
984,ConditionA,known30,m24,absent
985,ConditionA,known30,m25,absent
986,ConditionA,known30,m26,absent
987,ConditionA,known30,m27,absent
988,ConditionA,known30,m28,absent
989,ConditionA,known30,m29,absent
990,ConditionA,known30,m30,present
991,ConditionA,known30,m31,absent
992,ConditionA,known31,m0,absent
993,ConditionA,known31,m1,absent
994,ConditionA,known31,m2,absent
995,ConditionA,known31,m3,absent
996,ConditionA,known31,m4,absent
997,ConditionA,known31,m5,absent
998,ConditionA,known31,m6,absent
999,ConditionA,known31,m7,present
1000,ConditionA,known31,m8,absent
1001,ConditionA,known31,m9,absent
1002,ConditionA,known31,m10,absent
1003,ConditionA,known31,m11,absent
1004,ConditionA,known31,m12,absent
1005,ConditionA,known31,m13,absent
1006,ConditionA,known31,m14,absent
1007,ConditionA,known31,m15,present
1008,ConditionA,known31,m16,absent
1009,ConditionA,known31,m17,absent
1010,ConditionA,known31,m18,absent
1011,ConditionA,known31,m19,absent
1012,ConditionA,known31,m20,absent
1013,ConditionA,known31,m21,absent
1014,ConditionA,known31,m22,absent
1015,ConditionA,known31,m23,present
1016,ConditionA,known31,m24,absent
1017,ConditionA,known31,m25,absent
1018,ConditionA,known31,m26,absent
1019,ConditionA,known31,m27,absent
1020,ConditionA,known31,m28,absent
1021,ConditionA,known31,m29,absent
1022,ConditionA,known31,m30,absent
1023,ConditionA,known31,m31,present
1024,ConditionA,unknown0,m0,unknown
1025,ConditionA,unknown0,m1,unknown
1026,ConditionA,unknown0,m2,unknown
1027,ConditionA,unknown0,m3,unknown
1028,ConditionA,unknown0,m4,unknown
1029,ConditionA,unknown0,m5,unknown
1030,ConditionA,unknown0,m6,unknown
1031,ConditionA,unknown0,m7,unknown
1032,ConditionA,unknown0,m8,unknown
1033,ConditionA,unknown0,m9,unknown
1034,ConditionA,unknown0,m10,unknown
1035,ConditionA,unknown0,m11,unknown
1036,ConditionA,unknown0,m12,unknown
1037,ConditionA,unknown0,m13,unknown
1038,ConditionA,unknown0,m14,unknown
1039,ConditionA,unknown0,m15,unknown
1040,ConditionA,unknown0,m16,unknown
1041,ConditionA,unknown0,m17,unknown
1042,ConditionA,unknown0,m18,unknown
1043,ConditionA,unknown0,m19,unknown
1044,ConditionA,unknown0,m20,unknown
1045,ConditionA,unknown0,m21,unknown
1046,ConditionA,unknown0,m22,unknown
1047,ConditionA,unknown0,m23,unknown
1048,ConditionA,unknown0,m24,unknown
1049,ConditionA,unknown0,m25,unknown
1050,ConditionA,unknown0,m26,unknown
1051,ConditionA,unknown0,m27,unknown
1052,ConditionA,unknown0,m28,unknown
1053,ConditionA,unknown0,m29,unknown
1054,ConditionA,unknown0,m30,unknown
1055,ConditionA,unknown0,m31,unknown
1056,ConditionA,unknown1,m0,unknown
1057,ConditionA,unknown1,m1,unknown
1058,ConditionA,unknown1,m2,unknown
1059,ConditionA,unknown1,m3,unknown
1060,ConditionA,unknown1,m4,unknown
1061,ConditionA,unknown1,m5,unknown
1062,ConditionA,unknown1,m6,unknown
1063,ConditionA,unknown1,m7,unknown
1064,ConditionA,unknown1,m8,unknown
1065,ConditionA,unknown1,m9,unknown
1066,ConditionA,unknown1,m10,unknown
1067,ConditionA,unknown1,m11,unknown
1068,ConditionA,unknown1,m12,unknown
1069,ConditionA,unknown1,m13,unknown
1070,ConditionA,unknown1,m14,unknown
1071,ConditionA,unknown1,m15,unknown
1072,ConditionA,unknown1,m16,unknown
1073,ConditionA,unknown1,m17,unknown
1074,ConditionA,unknown1,m18,unknown
1075,ConditionA,unknown1,m19,unknown
1076,ConditionA,unknown1,m20,unknown
1077,ConditionA,unknown1,m21,unknown
1078,ConditionA,unknown1,m22,unknown
1079,ConditionA,unknown1,m23,unknown
1080,ConditionA,unknown1,m24,unknown
1081,ConditionA,unknown1,m25,unknown
1082,ConditionA,unknown1,m26,unknown
1083,ConditionA,unknown1,m27,unknown
1084,ConditionA,unknown1,m28,unknown
1085,ConditionA,unknown1,m29,unknown
1086,ConditionA,unknown1,m30,unknown
1087,ConditionA,unknown1,m31,unknown
1088,ConditionA,unknown2,m0,unknown
1089,ConditionA,unknown2,m1,unknown
1090,ConditionA,unknown2,m2,unknown
1091,ConditionA,unknown2,m3,unknown
1092,ConditionA,unknown2,m4,unknown
1093,ConditionA,unknown2,m5,unknown
1094,ConditionA,unknown2,m6,unknown
1095,ConditionA,unknown2,m7,unknown
1096,ConditionA,unknown2,m8,unknown
1097,ConditionA,unknown2,m9,unknown
1098,ConditionA,unknown2,m10,unknown
1099,ConditionA,unknown2,m11,unknown
1100,ConditionA,unknown2,m12,unknown
1101,ConditionA,unknown2,m13,unknown
1102,ConditionA,unknown2,m14,unknown
1103,ConditionA,unknown2,m15,unknown
1104,ConditionA,unknown2,m16,unknown
1105,ConditionA,unknown2,m17,unknown
1106,ConditionA,unknown2,m18,unknown
1107,ConditionA,unknown2,m19,unknown
1108,ConditionA,unknown2,m20,unknown
1109,ConditionA,unknown2,m21,unknown
1110,ConditionA,unknown2,m22,unknown
1111,ConditionA,unknown2,m23,unknown
1112,ConditionA,unknown2,m24,unknown
1113,ConditionA,unknown2,m25,unknown
1114,ConditionA,unknown2,m26,unknown
1115,ConditionA,unknown2,m27,unknown
1116,ConditionA,unknown2,m28,unknown
1117,ConditionA,unknown2,m29,unknown
1118,ConditionA,unknown2,m30,unknown
1119,ConditionA,unknown2,m31,unknown
1120,ConditionA,unknown3,m0,unknown
1121,ConditionA,unknown3,m1,unknown
1122,ConditionA,unknown3,m2,unknown
1123,ConditionA,unknown3,m3,unknown
1124,ConditionA,unknown3,m4,unknown
1125,ConditionA,unknown3,m5,unknown
1126,ConditionA,unknown3,m6,unknown
1127,ConditionA,unknown3,m7,unknown
1128,ConditionA,unknown3,m8,unknown
1129,ConditionA,unknown3,m9,unknown
1130,ConditionA,unknown3,m10,unknown
1131,ConditionA,unknown3,m11,unknown
1132,ConditionA,unknown3,m12,unknown
1133,ConditionA,unknown3,m13,unknown
1134,ConditionA,unknown3,m14,unknown
1135,ConditionA,unknown3,m15,unknown
1136,ConditionA,unknown3,m16,unknown
1137,ConditionA,unknown3,m17,unknown
1138,ConditionA,unknown3,m18,unknown
1139,ConditionA,unknown3,m19,unknown
1140,ConditionA,unknown3,m20,unknown
1141,ConditionA,unknown3,m21,unknown
1142,ConditionA,unknown3,m22,unknown
1143,ConditionA,unknown3,m23,unknown
1144,ConditionA,unknown3,m24,unknown
1145,ConditionA,unknown3,m25,unknown
1146,ConditionA,unknown3,m26,unknown
1147,ConditionA,unknown3,m27,unknown
1148,ConditionA,unknown3,m28,unknown
1149,ConditionA,unknown3,m29,unknown
1150,ConditionA,unknown3,m30,unknown
1151,ConditionA,unknown3,m31,unknown
1152,ConditionA,unknown4,m0,unknown
1153,ConditionA,unknown4,m1,unknown
1154,ConditionA,unknown4,m2,unknown
1155,ConditionA,unknown4,m3,unknown
1156,ConditionA,unknown4,m4,unknown
1157,ConditionA,unknown4,m5,unknown
1158,ConditionA,unknown4,m6,unknown
1159,ConditionA,unknown4,m7,unknown
1160,ConditionA,unknown4,m8,unknown
1161,ConditionA,unknown4,m9,unknown
1162,ConditionA,unknown4,m10,unknown
1163,ConditionA,unknown4,m11,unknown
1164,ConditionA,unknown4,m12,unknown
1165,ConditionA,unknown4,m13,unknown
1166,ConditionA,unknown4,m14,unknown
1167,ConditionA,unknown4,m15,unknown
1168,ConditionA,unknown4,m16,unknown
1169,ConditionA,unknown4,m17,unknown
1170,ConditionA,unknown4,m18,unknown
1171,ConditionA,unknown4,m19,unknown
1172,ConditionA,unknown4,m20,unknown
1173,ConditionA,unknown4,m21,unknown
1174,ConditionA,unknown4,m22,unknown
1175,ConditionA,unknown4,m23,unknown
1176,ConditionA,unknown4,m24,unknown
1177,ConditionA,unknown4,m25,unknown
1178,ConditionA,unknown4,m26,unknown
1179,ConditionA,unknown4,m27,unknown
1180,ConditionA,unknown4,m28,unknown
1181,ConditionA,unknown4,m29,unknown
1182,ConditionA,unknown4,m30,unknown
1183,ConditionA,unknown4,m31,unknown
1184,ConditionA,unknown5,m0,unknown
1185,ConditionA,unknown5,m1,unknown
1186,ConditionA,unknown5,m2,unknown
1187,ConditionA,unknown5,m3,unknown
1188,ConditionA,unknown5,m4,unknown
1189,ConditionA,unknown5,m5,unknown
1190,ConditionA,unknown5,m6,unknown
1191,ConditionA,unknown5,m7,unknown
1192,ConditionA,unknown5,m8,unknown
1193,ConditionA,unknown5,m9,unknown
1194,ConditionA,unknown5,m10,unknown
1195,ConditionA,unknown5,m11,unknown
1196,ConditionA,unknown5,m12,unknown
1197,ConditionA,unknown5,m13,unknown
1198,ConditionA,unknown5,m14,unknown
1199,ConditionA,unknown5,m15,unknown
1200,ConditionA,unknown5,m16,unknown
1201,ConditionA,unknown5,m17,unknown
1202,ConditionA,unknown5,m18,unknown
1203,ConditionA,unknown5,m19,unknown
1204,ConditionA,unknown5,m20,unknown
1205,ConditionA,unknown5,m21,unknown
1206,ConditionA,unknown5,m22,unknown
1207,ConditionA,unknown5,m23,unknown
1208,ConditionA,unknown5,m24,unknown
1209,ConditionA,unknown5,m25,unknown
1210,ConditionA,unknown5,m26,unknown
1211,ConditionA,unknown5,m27,unknown
1212,ConditionA,unknown5,m28,unknown
1213,ConditionA,unknown5,m29,unknown
1214,ConditionA,unknown5,m30,unknown
1215,ConditionA,unknown5,m31,unknown
1216,ConditionA,unknown6,m0,unknown
1217,ConditionA,unknown6,m1,unknown
1218,ConditionA,unknown6,m2,unknown
1219,ConditionA,unknown6,m3,unknown
1220,ConditionA,unknown6,m4,unknown
1221,ConditionA,unknown6,m5,unknown
1222,ConditionA,unknown6,m6,unknown
1223,ConditionA,unknown6,m7,unknown
1224,ConditionA,unknown6,m8,unknown
1225,ConditionA,unknown6,m9,unknown
1226,ConditionA,unknown6,m10,unknown
1227,ConditionA,unknown6,m11,unknown
1228,ConditionA,unknown6,m12,unknown
1229,ConditionA,unknown6,m13,unknown
1230,ConditionA,unknown6,m14,unknown
1231,ConditionA,unknown6,m15,unknown
1232,ConditionA,unknown6,m16,unknown
1233,ConditionA,unknown6,m17,unknown
1234,ConditionA,unknown6,m18,unknown
1235,ConditionA,unknown6,m19,unknown
1236,ConditionA,unknown6,m20,unknown
1237,ConditionA,unknown6,m21,unknown
1238,ConditionA,unknown6,m22,unknown
1239,ConditionA,unknown6,m23,unknown
1240,ConditionA,unknown6,m24,unknown
1241,ConditionA,unknown6,m25,unknown
1242,ConditionA,unknown6,m26,unknown
1243,ConditionA,unknown6,m27,unknown
1244,ConditionA,unknown6,m28,unknown
1245,ConditionA,unknown6,m29,unknown
1246,ConditionA,unknown6,m30,unknown
1247,ConditionA,unknown6,m31,unknown
1248,ConditionA,unknown7,m0,unknown
1249,ConditionA,unknown7,m1,unknown
1250,ConditionA,unknown7,m2,unknown
1251,ConditionA,unknown7,m3,unknown
1252,ConditionA,unknown7,m4,unknown
1253,ConditionA,unknown7,m5,unknown
1254,ConditionA,unknown7,m6,unknown
1255,ConditionA,unknown7,m7,unknown
1256,ConditionA,unknown7,m8,unknown
1257,ConditionA,unknown7,m9,unknown
1258,ConditionA,unknown7,m10,unknown
1259,ConditionA,unknown7,m11,unknown
1260,ConditionA,unknown7,m12,unknown
1261,ConditionA,unknown7,m13,unknown
1262,ConditionA,unknown7,m14,unknown
1263,ConditionA,unknown7,m15,unknown
1264,ConditionA,unknown7,m16,unknown
1265,ConditionA,unknown7,m17,unknown
1266,ConditionA,unknown7,m18,unknown
1267,ConditionA,unknown7,m19,unknown
1268,ConditionA,unknown7,m20,unknown
1269,ConditionA,unknown7,m21,unknown
1270,ConditionA,unknown7,m22,unknown
1271,ConditionA,unknown7,m23,unknown
1272,ConditionA,unknown7,m24,unknown
1273,ConditionA,unknown7,m25,unknown
1274,ConditionA,unknown7,m26,unknown
1275,ConditionA,unknown7,m27,unknown
1276,ConditionA,unknown7,m28,unknown
1277,ConditionA,unknown7,m29,unknown
1278,ConditionA,unknown7,m30,unknown
1279,ConditionA,unknown7,m31,unknown
1280,ConditionA,unknown8,m0,unknown
1281,ConditionA,unknown8,m1,unknown
1282,ConditionA,unknown8,m2,unknown
1283,ConditionA,unknown8,m3,unknown
1284,ConditionA,unknown8,m4,unknown
1285,ConditionA,unknown8,m5,unknown
1286,ConditionA,unknown8,m6,unknown
1287,ConditionA,unknown8,m7,unknown
1288,ConditionA,unknown8,m8,unknown
1289,ConditionA,unknown8,m9,unknown
1290,ConditionA,unknown8,m10,unknown
1291,ConditionA,unknown8,m11,unknown
1292,ConditionA,unknown8,m12,unknown
1293,ConditionA,unknown8,m13,unknown
1294,ConditionA,unknown8,m14,unknown
1295,ConditionA,unknown8,m15,unknown
1296,ConditionA,unknown8,m16,unknown
1297,ConditionA,unknown8,m17,unknown
1298,ConditionA,unknown8,m18,unknown
1299,ConditionA,unknown8,m19,unknown
1300,ConditionA,unknown8,m20,unknown
1301,ConditionA,unknown8,m21,unknown
1302,ConditionA,unknown8,m22,unknown
1303,ConditionA,unknown8,m23,unknown
1304,ConditionA,unknown8,m24,unknown
1305,ConditionA,unknown8,m25,unknown
1306,ConditionA,unknown8,m26,unknown
1307,ConditionA,unknown8,m27,unknown
1308,ConditionA,unknown8,m28,unknown
1309,ConditionA,unknown8,m29,unknown
1310,ConditionA,unknown8,m30,unknown
1311,ConditionA,unknown8,m31,unknown
1312,ConditionA,unknown9,m0,unknown
1313,ConditionA,unknown9,m1,unknown
1314,ConditionA,unknown9,m2,unknown
1315,ConditionA,unknown9,m3,unknown
1316,ConditionA,unknown9,m4,unknown
1317,ConditionA,unknown9,m5,unknown
1318,ConditionA,unknown9,m6,unknown
1319,ConditionA,unknown9,m7,unknown
1320,ConditionA,unknown9,m8,unknown
1321,ConditionA,unknown9,m9,unknown
1322,ConditionA,unknown9,m10,unknown
1323,ConditionA,unknown9,m11,unknown
1324,ConditionA,unknown9,m12,unknown
1325,ConditionA,unknown9,m13,unknown
1326,ConditionA,unknown9,m14,unknown
1327,ConditionA,unknown9,m15,unknown
1328,ConditionA,unknown9,m16,unknown
1329,ConditionA,unknown9,m17,unknown
1330,ConditionA,unknown9,m18,unknown
1331,ConditionA,unknown9,m19,unknown
1332,ConditionA,unknown9,m20,unknown
1333,ConditionA,unknown9,m21,unknown
1334,ConditionA,unknown9,m22,unknown
1335,ConditionA,unknown9,m23,unknown
1336,ConditionA,unknown9,m24,unknown
1337,ConditionA,unknown9,m25,unknown
1338,ConditionA,unknown9,m26,unknown
1339,ConditionA,unknown9,m27,unknown
1340,ConditionA,unknown9,m28,unknown
1341,ConditionA,unknown9,m29,unknown
1342,ConditionA,unknown9,m30,unknown
1343,ConditionA,unknown9,m31,unknown
1344,ConditionA,unknown10,m0,unknown
1345,ConditionA,unknown10,m1,unknown
1346,ConditionA,unknown10,m2,unknown
1347,ConditionA,unknown10,m3,unknown
1348,ConditionA,unknown10,m4,unknown
1349,ConditionA,unknown10,m5,unknown
1350,ConditionA,unknown10,m6,unknown
1351,ConditionA,unknown10,m7,unknown
1352,ConditionA,unknown10,m8,unknown
1353,ConditionA,unknown10,m9,unknown
1354,ConditionA,unknown10,m10,unknown
1355,ConditionA,unknown10,m11,unknown
1356,ConditionA,unknown10,m12,unknown
1357,ConditionA,unknown10,m13,unknown
1358,ConditionA,unknown10,m14,unknown
1359,ConditionA,unknown10,m15,unknown
1360,ConditionA,unknown10,m16,unknown
1361,ConditionA,unknown10,m17,unknown
1362,ConditionA,unknown10,m18,unknown
1363,ConditionA,unknown10,m19,unknown
1364,ConditionA,unknown10,m20,unknown
1365,ConditionA,unknown10,m21,unknown
1366,ConditionA,unknown10,m22,unknown
1367,ConditionA,unknown10,m23,unknown
1368,ConditionA,unknown10,m24,unknown
1369,ConditionA,unknown10,m25,unknown
1370,ConditionA,unknown10,m26,unknown
1371,ConditionA,unknown10,m27,unknown
1372,ConditionA,unknown10,m28,unknown
1373,ConditionA,unknown10,m29,unknown
1374,ConditionA,unknown10,m30,unknown
1375,ConditionA,unknown10,m31,unknown
1376,ConditionA,unknown11,m0,unknown
1377,ConditionA,unknown11,m1,unknown
1378,ConditionA,unknown11,m2,unknown
1379,ConditionA,unknown11,m3,unknown
1380,ConditionA,unknown11,m4,unknown
1381,ConditionA,unknown11,m5,unknown
1382,ConditionA,unknown11,m6,unknown
1383,ConditionA,unknown11,m7,unknown
1384,ConditionA,unknown11,m8,unknown
1385,ConditionA,unknown11,m9,unknown
1386,ConditionA,unknown11,m10,unknown
1387,ConditionA,unknown11,m11,unknown
1388,ConditionA,unknown11,m12,unknown
1389,ConditionA,unknown11,m13,unknown
1390,ConditionA,unknown11,m14,unknown
1391,ConditionA,unknown11,m15,unknown
1392,ConditionA,unknown11,m16,unknown
1393,ConditionA,unknown11,m17,unknown
1394,ConditionA,unknown11,m18,unknown
1395,ConditionA,unknown11,m19,unknown
1396,ConditionA,unknown11,m20,unknown
1397,ConditionA,unknown11,m21,unknown
1398,ConditionA,unknown11,m22,unknown
1399,ConditionA,unknown11,m23,unknown
1400,ConditionA,unknown11,m24,unknown
1401,ConditionA,unknown11,m25,unknown
1402,ConditionA,unknown11,m26,unknown
1403,ConditionA,unknown11,m27,unknown
1404,ConditionA,unknown11,m28,unknown
1405,ConditionA,unknown11,m29,unknown
1406,ConditionA,unknown11,m30,unknown
1407,ConditionA,unknown11,m31,unknown
1408,ConditionA,unknown12,m0,unknown
1409,ConditionA,unknown12,m1,unknown
1410,ConditionA,unknown12,m2,unknown
1411,ConditionA,unknown12,m3,unknown
1412,ConditionA,unknown12,m4,unknown
1413,ConditionA,unknown12,m5,unknown
1414,ConditionA,unknown12,m6,unknown
1415,ConditionA,unknown12,m7,unknown
1416,ConditionA,unknown12,m8,unknown
1417,ConditionA,unknown12,m9,unknown
1418,ConditionA,unknown12,m10,unknown
1419,ConditionA,unknown12,m11,unknown
1420,ConditionA,unknown12,m12,unknown
1421,ConditionA,unknown12,m13,unknown
1422,ConditionA,unknown12,m14,unknown
1423,ConditionA,unknown12,m15,unknown
1424,ConditionA,unknown12,m16,unknown
1425,ConditionA,unknown12,m17,unknown
1426,ConditionA,unknown12,m18,unknown
1427,ConditionA,unknown12,m19,unknown
1428,ConditionA,unknown12,m20,unknown
1429,ConditionA,unknown12,m21,unknown
1430,ConditionA,unknown12,m22,unknown
1431,ConditionA,unknown12,m23,unknown
1432,ConditionA,unknown12,m24,unknown
1433,ConditionA,unknown12,m25,unknown
1434,ConditionA,unknown12,m26,unknown
1435,ConditionA,unknown12,m27,unknown
1436,ConditionA,unknown12,m28,unknown
1437,ConditionA,unknown12,m29,unknown
1438,ConditionA,unknown12,m30,unknown
1439,ConditionA,unknown12,m31,unknown
1440,ConditionA,unknown13,m0,unknown
1441,ConditionA,unknown13,m1,unknown
1442,ConditionA,unknown13,m2,unknown
1443,ConditionA,unknown13,m3,unknown
1444,ConditionA,unknown13,m4,unknown
1445,ConditionA,unknown13,m5,unknown
1446,ConditionA,unknown13,m6,unknown
1447,ConditionA,unknown13,m7,unknown
1448,ConditionA,unknown13,m8,unknown
1449,ConditionA,unknown13,m9,unknown
1450,ConditionA,unknown13,m10,unknown
1451,ConditionA,unknown13,m11,unknown
1452,ConditionA,unknown13,m12,unknown
1453,ConditionA,unknown13,m13,unknown
1454,ConditionA,unknown13,m14,unknown
1455,ConditionA,unknown13,m15,unknown
1456,ConditionA,unknown13,m16,unknown
1457,ConditionA,unknown13,m17,unknown
1458,ConditionA,unknown13,m18,unknown
1459,ConditionA,unknown13,m19,unknown
1460,ConditionA,unknown13,m20,unknown
1461,ConditionA,unknown13,m21,unknown
1462,ConditionA,unknown13,m22,unknown
1463,ConditionA,unknown13,m23,unknown
1464,ConditionA,unknown13,m24,unknown
1465,ConditionA,unknown13,m25,unknown
1466,ConditionA,unknown13,m26,unknown
1467,ConditionA,unknown13,m27,unknown
1468,ConditionA,unknown13,m28,unknown
1469,ConditionA,unknown13,m29,unknown
1470,ConditionA,unknown13,m30,unknown
1471,ConditionA,unknown13,m31,unknown
1472,ConditionA,unknown14,m0,unknown
1473,ConditionA,unknown14,m1,unknown
1474,ConditionA,unknown14,m2,unknown
1475,ConditionA,unknown14,m3,unknown
1476,ConditionA,unknown14,m4,unknown
1477,ConditionA,unknown14,m5,unknown
1478,ConditionA,unknown14,m6,unknown
1479,ConditionA,unknown14,m7,unknown
1480,ConditionA,unknown14,m8,unknown
1481,ConditionA,unknown14,m9,unknown
1482,ConditionA,unknown14,m10,unknown
1483,ConditionA,unknown14,m11,unknown
1484,ConditionA,unknown14,m12,unknown
1485,ConditionA,unknown14,m13,unknown
1486,ConditionA,unknown14,m14,unknown
1487,ConditionA,unknown14,m15,unknown
1488,ConditionA,unknown14,m16,unknown
1489,ConditionA,unknown14,m17,unknown
1490,ConditionA,unknown14,m18,unknown
1491,ConditionA,unknown14,m19,unknown
1492,ConditionA,unknown14,m20,unknown
1493,ConditionA,unknown14,m21,unknown
1494,ConditionA,unknown14,m22,unknown
1495,ConditionA,unknown14,m23,unknown
1496,ConditionA,unknown14,m24,unknown
1497,ConditionA,unknown14,m25,unknown
1498,ConditionA,unknown14,m26,unknown
1499,ConditionA,unknown14,m27,unknown
1500,ConditionA,unknown14,m28,unknown
1501,ConditionA,unknown14,m29,unknown
1502,ConditionA,unknown14,m30,unknown
1503,ConditionA,unknown14,m31,unknown
1504,ConditionA,unknown15,m0,unknown
1505,ConditionA,unknown15,m1,unknown
1506,ConditionA,unknown15,m2,unknown
1507,ConditionA,unknown15,m3,unknown
1508,ConditionA,unknown15,m4,unknown
1509,ConditionA,unknown15,m5,unknown
1510,ConditionA,unknown15,m6,unknown
1511,ConditionA,unknown15,m7,unknown
1512,ConditionA,unknown15,m8,unknown
1513,ConditionA,unknown15,m9,unknown
1514,ConditionA,unknown15,m10,unknown
1515,ConditionA,unknown15,m11,unknown
1516,ConditionA,unknown15,m12,unknown
1517,ConditionA,unknown15,m13,unknown
1518,ConditionA,unknown15,m14,unknown
1519,ConditionA,unknown15,m15,unknown
1520,ConditionA,unknown15,m16,unknown
1521,ConditionA,unknown15,m17,unknown
1522,ConditionA,unknown15,m18,unknown
1523,ConditionA,unknown15,m19,unknown
1524,ConditionA,unknown15,m20,unknown
1525,ConditionA,unknown15,m21,unknown
1526,ConditionA,unknown15,m22,unknown
1527,ConditionA,unknown15,m23,unknown
1528,ConditionA,unknown15,m24,unknown
1529,ConditionA,unknown15,m25,unknown
